class,label,path
giant panda,38,JPEGImages/giant+panda/giant+panda_10036.jpg
weasel,34,JPEGImages/weasel/weasel_10261.jpg
wolf,31,JPEGImages/wolf/wolf_10353.jpg
tiger,12,JPEGImages/tiger/tiger_10787.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10575.jpg
collie,45,JPEGImages/collie/collie_10799.jpg
cow,48,JPEGImages/cow/cow_11145.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10573.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10734.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10610.jpg
wolf,31,JPEGImages/wolf/wolf_10064.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10870.jpg
walrus,46,JPEGImages/walrus/walrus_10055.jpg
leopard,14,JPEGImages/leopard/leopard_10262.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10777.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10219.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10796.jpg
sheep,22,JPEGImages/sheep/sheep_10532.jpg
horse,6,JPEGImages/horse/horse_11614.jpg
fox,21,JPEGImages/fox/fox_10430.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10296.jpg
cow,48,JPEGImages/cow/cow_10006.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10637.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10004.jpg
cow,48,JPEGImages/cow/cow_10016.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10630.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10144.jpg
lion,42,JPEGImages/lion/lion_10098.jpg
moose,15,JPEGImages/moose/moose_10387.jpg
otter,35,JPEGImages/otter/otter_10599.jpg
collie,45,JPEGImages/collie/collie_10214.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10176.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10059.jpg
elephant,18,JPEGImages/elephant/elephant_10414.jpg
deer,39,JPEGImages/deer/deer_10473.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10775.jpg
cow,48,JPEGImages/cow/cow_10601.jpg
cow,48,JPEGImages/cow/cow_10783.jpg
sheep,22,JPEGImages/sheep/sheep_10956.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10313.jpg
bat,29,JPEGImages/bat/bat_10007.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10308.jpg
elephant,18,JPEGImages/elephant/elephant_10171.jpg
elephant,18,JPEGImages/elephant/elephant_10863.jpg
wolf,31,JPEGImages/wolf/wolf_10507.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10248.jpg
antelope,0,JPEGImages/antelope/antelope_10408.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10323.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10369.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10791.jpg
horse,6,JPEGImages/horse/horse_11597.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10370.jpg
skunk,10,JPEGImages/skunk/skunk_10049.jpg
weasel,34,JPEGImages/weasel/weasel_10044.jpg
leopard,14,JPEGImages/leopard/leopard_10676.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10078.jpg
deer,39,JPEGImages/deer/deer_11253.jpg
deer,39,JPEGImages/deer/deer_11342.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10208.jpg
horse,6,JPEGImages/horse/horse_10067.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10648.jpg
tiger,12,JPEGImages/tiger/tiger_10583.jpg
zebra,37,JPEGImages/zebra/zebra_10328.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10129.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10211.jpg
seal,23,JPEGImages/seal/seal_10960.jpg
rat,33,JPEGImages/rat/rat_10278.jpg
horse,6,JPEGImages/horse/horse_11456.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10740.jpg
horse,6,JPEGImages/horse/horse_11437.jpg
elephant,18,JPEGImages/elephant/elephant_10477.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10261.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10625.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10590.jpg
hamster,25,JPEGImages/hamster/hamster_10404.jpg
deer,39,JPEGImages/deer/deer_10540.jpg
elephant,18,JPEGImages/elephant/elephant_10385.jpg
antelope,0,JPEGImages/antelope/antelope_10182.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10587.jpg
hamster,25,JPEGImages/hamster/hamster_10559.jpg
hamster,25,JPEGImages/hamster/hamster_10215.jpg
elephant,18,JPEGImages/elephant/elephant_10272.jpg
zebra,37,JPEGImages/zebra/zebra_10551.jpg
seal,23,JPEGImages/seal/seal_10642.jpg
leopard,14,JPEGImages/leopard/leopard_10581.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10002.jpg
antelope,0,JPEGImages/antelope/antelope_10841.jpg
rabbit,28,JPEGImages/rabbit/rabbit_11033.jpg
weasel,34,JPEGImages/weasel/weasel_10016.jpg
wolf,31,JPEGImages/wolf/wolf_10217.jpg
cow,48,JPEGImages/cow/cow_10831.jpg
seal,23,JPEGImages/seal/seal_10753.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10135.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10244.jpg
horse,6,JPEGImages/horse/horse_10640.jpg
antelope,0,JPEGImages/antelope/antelope_10199.jpg
zebra,37,JPEGImages/zebra/zebra_10141.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10641.jpg
mouse,43,JPEGImages/mouse/mouse_10058.jpg
giraffe,30,JPEGImages/giraffe/giraffe_11027.jpg
weasel,34,JPEGImages/weasel/weasel_10260.jpg
leopard,14,JPEGImages/leopard/leopard_10054.jpg
fox,21,JPEGImages/fox/fox_10634.jpg
tiger,12,JPEGImages/tiger/tiger_10317.jpg
zebra,37,JPEGImages/zebra/zebra_11074.jpg
tiger,12,JPEGImages/tiger/tiger_10239.jpg
wolf,31,JPEGImages/wolf/wolf_10473.jpg
tiger,12,JPEGImages/tiger/tiger_10643.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10620.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10073.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10892.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10575.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10161.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10012.jpg
pig,41,JPEGImages/pig/pig_10001.jpg
fox,21,JPEGImages/fox/fox_10176.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10148.jpg
fox,21,JPEGImages/fox/fox_10453.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10139.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10818.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10416.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10227.jpg
elephant,18,JPEGImages/elephant/elephant_10317.jpg
pig,41,JPEGImages/pig/pig_10693.jpg
seal,23,JPEGImages/seal/seal_10969.jpg
tiger,12,JPEGImages/tiger/tiger_10580.jpg
tiger,12,JPEGImages/tiger/tiger_10429.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10368.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10342.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10753.jpg
rabbit,28,JPEGImages/rabbit/rabbit_11043.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10483.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10495.jpg
collie,45,JPEGImages/collie/collie_10459.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10293.jpg
tiger,12,JPEGImages/tiger/tiger_10126.jpg
deer,39,JPEGImages/deer/deer_10071.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10654.jpg
collie,45,JPEGImages/collie/collie_10228.jpg
otter,35,JPEGImages/otter/otter_10554.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10637.jpg
horse,6,JPEGImages/horse/horse_10153.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10023.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10305.jpg
fox,21,JPEGImages/fox/fox_10570.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10297.jpg
pig,41,JPEGImages/pig/pig_10424.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10238.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10283.jpg
giraffe,30,JPEGImages/giraffe/giraffe_11005.jpg
zebra,37,JPEGImages/zebra/zebra_10085.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10186.jpg
mouse,43,JPEGImages/mouse/mouse_10047.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10583.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10539.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10987.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10430.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10368.jpg
horse,6,JPEGImages/horse/horse_11375.jpg
sheep,22,JPEGImages/sheep/sheep_10697.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10473.jpg
deer,39,JPEGImages/deer/deer_11220.jpg
skunk,10,JPEGImages/skunk/skunk_10019.jpg
rat,33,JPEGImages/rat/rat_10143.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10244.jpg
sheep,22,JPEGImages/sheep/sheep_10382.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10004.jpg
ox,20,JPEGImages/ox/ox_10427.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10565.jpg
seal,23,JPEGImages/seal/seal_10144.jpg
cow,48,JPEGImages/cow/cow_10496.jpg
ox,20,JPEGImages/ox/ox_10213.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10837.jpg
pig,41,JPEGImages/pig/pig_10712.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10403.jpg
otter,35,JPEGImages/otter/otter_10500.jpg
leopard,14,JPEGImages/leopard/leopard_10410.jpg
leopard,14,JPEGImages/leopard/leopard_10542.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10255.jpg
leopard,14,JPEGImages/leopard/leopard_10286.jpg
seal,23,JPEGImages/seal/seal_10669.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10317.jpg
hamster,25,JPEGImages/hamster/hamster_10164.jpg
skunk,10,JPEGImages/skunk/skunk_10026.jpg
sheep,22,JPEGImages/sheep/sheep_11055.jpg
beaver,3,JPEGImages/beaver/beaver_10186.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10799.jpg
hamster,25,JPEGImages/hamster/hamster_10278.jpg
hamster,25,JPEGImages/hamster/hamster_10427.jpg
lion,42,JPEGImages/lion/lion_10701.jpg
leopard,14,JPEGImages/leopard/leopard_10605.jpg
sheep,22,JPEGImages/sheep/sheep_11197.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10269.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10219.jpg
elephant,18,JPEGImages/elephant/elephant_10755.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10524.jpg
cow,48,JPEGImages/cow/cow_11045.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10510.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10379.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10164.jpg
bat,29,JPEGImages/bat/bat_10099.jpg
moose,15,JPEGImages/moose/moose_10403.jpg
seal,23,JPEGImages/seal/seal_10836.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10026.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10576.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10373.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10196.jpg
beaver,3,JPEGImages/beaver/beaver_10027.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10490.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10147.jpg
seal,23,JPEGImages/seal/seal_10620.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10154.jpg
fox,21,JPEGImages/fox/fox_10180.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10039.jpg
lion,42,JPEGImages/lion/lion_10822.jpg
seal,23,JPEGImages/seal/seal_10009.jpg
pig,41,JPEGImages/pig/pig_10488.jpg
pig,41,JPEGImages/pig/pig_10543.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10491.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10370.jpg
ox,20,JPEGImages/ox/ox_10184.jpg
antelope,0,JPEGImages/antelope/antelope_10228.jpg
cow,48,JPEGImages/cow/cow_10411.jpg
deer,39,JPEGImages/deer/deer_11186.jpg
hamster,25,JPEGImages/hamster/hamster_10474.jpg
pig,41,JPEGImages/pig/pig_10243.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10280.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10483.jpg
horse,6,JPEGImages/horse/horse_11604.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10694.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10294.jpg
otter,35,JPEGImages/otter/otter_10399.jpg
collie,45,JPEGImages/collie/collie_10167.jpg
pig,41,JPEGImages/pig/pig_10378.jpg
lion,42,JPEGImages/lion/lion_10870.jpg
mouse,43,JPEGImages/mouse/mouse_10103.jpg
zebra,37,JPEGImages/zebra/zebra_11031.jpg
leopard,14,JPEGImages/leopard/leopard_10369.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10144.jpg
pig,41,JPEGImages/pig/pig_10237.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10202.jpg
lion,42,JPEGImages/lion/lion_10151.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10254.jpg
hamster,25,JPEGImages/hamster/hamster_10512.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10252.jpg
sheep,22,JPEGImages/sheep/sheep_10014.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10413.jpg
zebra,37,JPEGImages/zebra/zebra_10222.jpg
zebra,37,JPEGImages/zebra/zebra_10980.jpg
leopard,14,JPEGImages/leopard/leopard_10367.jpg
deer,39,JPEGImages/deer/deer_11230.jpg
sheep,22,JPEGImages/sheep/sheep_11012.jpg
fox,21,JPEGImages/fox/fox_10143.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10634.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10026.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10636.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10189.jpg
ox,20,JPEGImages/ox/ox_10228.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10799.jpg
pig,41,JPEGImages/pig/pig_10540.jpg
elephant,18,JPEGImages/elephant/elephant_10661.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10012.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10097.jpg
collie,45,JPEGImages/collie/collie_10313.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10145.jpg
zebra,37,JPEGImages/zebra/zebra_10529.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10362.jpg
otter,35,JPEGImages/otter/otter_10021.jpg
zebra,37,JPEGImages/zebra/zebra_11151.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10484.jpg
bat,29,JPEGImages/bat/bat_10142.jpg
collie,45,JPEGImages/collie/collie_10482.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10777.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10262.jpg
deer,39,JPEGImages/deer/deer_11047.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10020.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10514.jpg
collie,45,JPEGImages/collie/collie_10603.jpg
sheep,22,JPEGImages/sheep/sheep_11194.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10400.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10609.jpg
otter,35,JPEGImages/otter/otter_10007.jpg
deer,39,JPEGImages/deer/deer_10515.jpg
spider monkey,16,JPEGImages/spider+monkey/spider+monkey_10147.jpg
otter,35,JPEGImages/otter/otter_10627.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10702.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10270.jpg
sheep,22,JPEGImages/sheep/sheep_11144.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10824.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10608.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10126.jpg
hamster,25,JPEGImages/hamster/hamster_10353.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10502.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10205.jpg
zebra,37,JPEGImages/zebra/zebra_10735.jpg
tiger,12,JPEGImages/tiger/tiger_10841.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10115.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10146.jpg
zebra,37,JPEGImages/zebra/zebra_10559.jpg
tiger,12,JPEGImages/tiger/tiger_10529.jpg
leopard,14,JPEGImages/leopard/leopard_10079.jpg
lion,42,JPEGImages/lion/lion_10460.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10931.jpg
pig,41,JPEGImages/pig/pig_10372.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10164.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10128.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10303.jpg
antelope,0,JPEGImages/antelope/antelope_10592.jpg
fox,21,JPEGImages/fox/fox_10631.jpg
wolf,31,JPEGImages/wolf/wolf_10140.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10104.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10562.jpg
cow,48,JPEGImages/cow/cow_10916.jpg
tiger,12,JPEGImages/tiger/tiger_10689.jpg
elephant,18,JPEGImages/elephant/elephant_10507.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10957.jpg
elephant,18,JPEGImages/elephant/elephant_10335.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10459.jpg
cow,48,JPEGImages/cow/cow_10932.jpg
sheep,22,JPEGImages/sheep/sheep_11362.jpg
killer whale,2,JPEGImages/killer+whale/killer+whale_10194.jpg
moose,15,JPEGImages/moose/moose_10544.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10383.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10324.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10719.jpg
skunk,10,JPEGImages/skunk/skunk_10023.jpg
deer,39,JPEGImages/deer/deer_10815.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10590.jpg
moose,15,JPEGImages/moose/moose_10568.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10512.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10201.jpg
bat,29,JPEGImages/bat/bat_10118.jpg
squirrel,26,JPEGImages/squirrel/squirrel_11173.jpg
wolf,31,JPEGImages/wolf/wolf_10318.jpg
walrus,46,JPEGImages/walrus/walrus_10065.jpg
raccoon,47,JPEGImages/raccoon/raccoon_10318.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10751.jpg
otter,35,JPEGImages/otter/otter_10147.jpg
elephant,18,JPEGImages/elephant/elephant_10528.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10712.jpg
zebra,37,JPEGImages/zebra/zebra_10186.jpg
hamster,25,JPEGImages/hamster/hamster_10195.jpg
hamster,25,JPEGImages/hamster/hamster_10331.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10800.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10193.jpg
spider monkey,16,JPEGImages/spider+monkey/spider+monkey_10081.jpg
zebra,37,JPEGImages/zebra/zebra_10450.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10154.jpg
moose,15,JPEGImages/moose/moose_10530.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10570.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10123.jpg
tiger,12,JPEGImages/tiger/tiger_10606.jpg
rabbit,28,JPEGImages/rabbit/rabbit_10257.jpg
hamster,25,JPEGImages/hamster/hamster_10506.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10285.jpg
zebra,37,JPEGImages/zebra/zebra_10506.jpg
hamster,25,JPEGImages/hamster/hamster_10576.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10110.jpg
antelope,0,JPEGImages/antelope/antelope_10912.jpg
wolf,31,JPEGImages/wolf/wolf_10545.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10641.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10081.jpg
horse,6,JPEGImages/horse/horse_10375.jpg
deer,39,JPEGImages/deer/deer_10685.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10113.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10571.jpg
moose,15,JPEGImages/moose/moose_10604.jpg
chihuahua,32,JPEGImages/chihuahua/chihuahua_10381.jpg
wolf,31,JPEGImages/wolf/wolf_10207.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10807.jpg
collie,45,JPEGImages/collie/collie_10789.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10328.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10518.jpg
deer,39,JPEGImages/deer/deer_11041.jpg
elephant,18,JPEGImages/elephant/elephant_10430.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10629.jpg
hamster,25,JPEGImages/hamster/hamster_10434.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10100.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10161.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10094.jpg
horse,6,JPEGImages/horse/horse_10313.jpg
ox,20,JPEGImages/ox/ox_10183.jpg
polar bear,44,JPEGImages/polar+bear/polar+bear_10398.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10230.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10416.jpg
hamster,25,JPEGImages/hamster/hamster_10227.jpg
collie,45,JPEGImages/collie/collie_10533.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10197.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10135.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10300.jpg
tiger,12,JPEGImages/tiger/tiger_10076.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10793.jpg
skunk,10,JPEGImages/skunk/skunk_10092.jpg
mole,11,JPEGImages/mole/mole_10099.jpg
antelope,0,JPEGImages/antelope/antelope_10839.jpg
seal,23,JPEGImages/seal/seal_10185.jpg
cow,48,JPEGImages/cow/cow_10502.jpg
ox,20,JPEGImages/ox/ox_10407.jpg
pig,41,JPEGImages/pig/pig_10093.jpg
otter,35,JPEGImages/otter/otter_10458.jpg
deer,39,JPEGImages/deer/deer_10790.jpg
horse,6,JPEGImages/horse/horse_10804.jpg
seal,23,JPEGImages/seal/seal_10121.jpg
leopard,14,JPEGImages/leopard/leopard_10332.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10370.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10816.jpg
bat,29,JPEGImages/bat/bat_10191.jpg
siamese cat,9,JPEGImages/siamese+cat/siamese+cat_10207.jpg
antelope,0,JPEGImages/antelope/antelope_10835.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10030.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10233.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10005.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10818.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10926.jpg
chimpanzee,24,JPEGImages/chimpanzee/chimpanzee_10704.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10594.jpg
giraffe,30,JPEGImages/giraffe/giraffe_10809.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10491.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10799.jpg
deer,39,JPEGImages/deer/deer_10686.jpg
ox,20,JPEGImages/ox/ox_10363.jpg
giant panda,38,JPEGImages/giant+panda/giant+panda_10357.jpg
wolf,31,JPEGImages/wolf/wolf_10225.jpg
cow,48,JPEGImages/cow/cow_10330.jpg
tiger,12,JPEGImages/tiger/tiger_10042.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10640.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10660.jpg
deer,39,JPEGImages/deer/deer_10536.jpg
pig,41,JPEGImages/pig/pig_10636.jpg
horse,6,JPEGImages/horse/horse_10622.jpg
squirrel,26,JPEGImages/squirrel/squirrel_10514.jpg
sheep,22,JPEGImages/sheep/sheep_10581.jpg
lion,42,JPEGImages/lion/lion_10570.jpg
elephant,18,JPEGImages/elephant/elephant_10214.jpg
sheep,22,JPEGImages/sheep/sheep_11208.jpg
collie,45,JPEGImages/collie/collie_10271.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10123.jpg
rat,33,JPEGImages/rat/rat_10105.jpg
rat,33,JPEGImages/rat/rat_10092.jpg
deer,39,JPEGImages/deer/deer_10768.jpg
hamster,25,JPEGImages/hamster/hamster_10482.jpg
fox,21,JPEGImages/fox/fox_10452.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10223.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10508.jpg
hippopotamus,13,JPEGImages/hippopotamus/hippopotamus_10089.jpg
grizzly bear,1,JPEGImages/grizzly+bear/grizzly+bear_10771.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10169.jpg
persian cat,5,JPEGImages/persian+cat/persian+cat_10665.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10627.jpg
buffalo,36,JPEGImages/buffalo/buffalo_10392.jpg
sheep,22,JPEGImages/sheep/sheep_10813.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10293.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10021.jpg
rhinoceros,27,JPEGImages/rhinoceros/rhinoceros_10407.jpg
blue whale,8,JPEGImages/blue+whale/blue+whale_10125.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10127.jpg
cow,48,JPEGImages/cow/cow_11065.jpg
dalmatian,4,JPEGImages/dalmatian/dalmatian_10422.jpg
gorilla,19,JPEGImages/gorilla/gorilla_10428.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10154.jpg
deer,39,JPEGImages/deer/deer_10349.jpg
humpback whale,17,JPEGImages/humpback+whale/humpback+whale_10708.jpg
fox,21,JPEGImages/fox/fox_10192.jpg
horse,6,JPEGImages/horse/horse_10896.jpg
hamster,25,JPEGImages/hamster/hamster_10766.jpg
german shepherd,7,JPEGImages/german+shepherd/german+shepherd_10896.jpg
lion,42,JPEGImages/lion/lion_10110.jpg
dolphin,49,JPEGImages/dolphin/dolphin_10168.jpg
antelope,0,JPEGImages/antelope/antelope_10120.jpg
bobcat,40,JPEGImages/bobcat/bobcat_10230.jpg
